gpu/time,cpu/time
0.017413529101759195,0.06752340798266232
0.007797461003065109,0.052909878082573414
0.006169098895043135,0.05221952800638974
0.0060887502040714025,0.05211238004267216
0.006102088140323758,0.0537049719132483
0.006063822889700532,0.05204119486734271
0.006075847893953323,0.0522707630880177
0.00609111413359642,0.05219538998790085
0.006084077060222626,0.052315891021862626
0.006044969893991947,0.0521243039984256
0.006038041086867452,0.05224193911999464
0.006048626033589244,0.05211495095863938
0.006089832168072462,0.053921007085591555
0.006050593918189406,0.052088994067162275
0.006046251161023974,0.052275922847911716
0.006083356915041804,0.05220879800617695
0.006033984012901783,0.052288498962298036
0.006030087126418948,0.05211991700343788
0.006898119114339352,0.05224106018431485
0.006024138070642948,0.05221760994754732
0.006107060005888343,0.052425235975533724
0.006119485944509506,0.052150798961520195
0.006065551890060306,0.05228315596468747
0.0061184929218143225,0.052138145081698895
0.006083890795707703,0.0522795501165092
0.006039838772267103,0.05209676083177328
0.006009856937453151,0.05223965481854975
0.006058061961084604,0.05382968415506184
0.006082839099690318,0.05223955097608268
0.006029539043083787,0.05211475817486644
0.006036082049831748,0.0522254379466176
0.006075238110497594,0.05212738900445402
0.006026787916198373,0.0521944270003587
0.006037594983354211,0.05203671916387975
0.006045971065759659,0.05219763983041048
0.006027010967954993,0.05378298694267869
0.00601439387537539,0.0521865370683372
0.006097643868997693,0.05212577502243221
0.006057823076844215,0.05227500991895795
0.006071354961022735,0.052099979016929865
0.006053044926375151,0.052196953911334276
0.006018469808623195,0.0521475940477103
0.0060304508078843355,0.052237102994695306
0.006052935961633921,0.052154232980683446
0.0065525679383426905,0.052148829912766814
0.00628259708173573,0.052094815066084266
0.0060440669767558575,0.052183279069140553
0.006052654003724456,0.052103894064202905
0.006076945923268795,0.05517280614003539
0.006067320005968213,0.05206148698925972
0.006044911919161677,0.05399780604057014
0.006018260959535837,0.052083461079746485
0.006011063000187278,0.052152980118989944
0.00604742206633091,0.05206220387481153
0.006051239091902971,0.05221075005829334
0.006024896865710616,0.05207501514814794
0.006041107000783086,0.05228084605187178
0.006006906973198056,0.05205720290541649
0.006028240080922842,0.053860725136473775
0.006077260011807084,0.05202827509492636
0.0060077260714024305,0.0521844201721251
0.005999772110953927,0.05210129590705037
0.0060697291046381,0.05212594103068113
0.00603070599026978,0.05211990000680089
0.0060160059947520494,0.052213413175195456
0.006002431036904454,0.052120144944638014
0.006043940084055066,0.05213666707277298
0.006023573921993375,0.05204247497022152
0.006010869983583689,0.052183910040184855
0.00605969107709825,0.05202259309589863
0.006012051831930876,0.05224466393701732
0.00702863116748631,0.05202830000780523
0.006060309009626508,0.05213261698372662
0.0060126991011202335,0.05359200807288289
0.006017572013661265,0.052214886993169785
0.0060409922152757645,0.05213151895441115
0.006021121982485056,0.05213337391614914
0.006007123040035367,0.052106963004916906
0.006071268115192652,0.052268174942582846
0.005999648943543434,0.052095134975388646
0.006001802161335945,0.05214297608472407
0.006044503999873996,0.05375888291746378
0.006231119856238365,0.052230270113795996
0.006045721936970949,0.052042205119505525
0.005994777195155621,0.052159084007143974
0.006040239008143544,0.052101731998845935
0.006041407119482756,0.05208493396639824
0.006021506851539016,0.05207714019343257
0.006031334865838289,0.05219355784356594
0.006021217908710241,0.05211836704984307
0.00603879801928997,0.052152130054309964
0.0060525930020958185,0.052091578021645546
0.006029077107086778,0.052094853948801756
0.00600999710150063,0.05208097514696419
0.006036099977791309,0.05212580505758524
0.005982187110930681,0.05207836697809398
0.00598089792765677,0.05375003791414201
0.005983487004414201,0.052202743012458086
0.006014649989083409,0.052145169815048575
0.005990935023874044,0.055050059920176864
0.005986635806038976,0.05219038808718324
0.006021277979016304,0.05211939080618322
0.005978651810437441,0.05209186999127269
0.006033431040123105,0.0537984489928931
0.006021185079589486,0.05210896208882332
0.005984344985336065,0.05208108411170542
0.005981046939268708,0.052128145936876535
0.006017010193318129,0.05210541910491884
0.00598725606687367,0.052114316960796714
0.0059935341123491526,0.05202093697153032
0.0059884339570999146,0.05213186307810247
0.006007326068356633,0.05210926104336977
0.005984910065308213,0.05208997707813978
0.005961796967312694,0.052084657130762935
0.006019874941557646,0.052167021902278066
0.005981473019346595,0.05208952003158629
0.005977687193080783,0.05221533100120723
0.006013593170791864,0.05212536617182195
0.005983027163892984,0.05213737394660711
0.006024261005222797,0.05372519395314157
0.0060086778830736876,0.052238474832847714
0.00598547188565135,0.052097674924880266
0.0059779861476272345,0.05213554110378027
0.006000448018312454,0.05211568786762655
0.0059828730300068855,0.052133790915831923
0.005987316835671663,0.05207212013192475
0.0060017521027475595,0.05372841004282236
0.006016592960804701,0.052098365034908056
0.00598759506829083,0.05215076310560107
0.005968968849629164,0.052137824008241296
0.006014208775013685,0.05210902099497616
0.006000169785693288,0.052094925194978714
0.00599974300712347,0.052113865967839956
0.006020816043019295,0.052066335920244455
0.00600800197571516,0.05216059205122292
0.00601780996657908,0.05209276685491204
0.006008809199556708,0.05209531611762941
0.0059885550290346146,0.05206624581478536
0.005972275976091623,0.05216995906084776
0.005978676024824381,0.0520329677965492
0.006001373985782266,0.05215981509536505
0.005990987177938223,0.052052689949050546
0.005975364940240979,0.05382719496265054
0.0060215608682483435,0.05209662392735481
0.0059917590115219355,0.05215138103812933
0.006003564922139049,0.05209061014465988
0.006194808054715395,0.052110923919826746
0.006043866975232959,0.05207359208725393
0.005980917019769549,0.052151469979435205
0.006017499836161733,0.05387821514159441
0.005980981048196554,0.052157610887661576
0.005999301094561815,0.05202006292529404
0.005977782886475325,0.052146088099107146
0.0060019169468432665,0.05209408514201641
0.005988290999084711,0.052218015072867274
0.006091603077948093,0.05216302094049752
0.006021409062668681,0.05219988105818629
0.006039863917976618,0.05209938297048211
0.00600612792186439,0.05215739505365491
0.006035363068804145,0.052063015988096595
0.005972959101200104,0.05217743408866227
0.005969575140625238,0.05204413505271077
0.005991769023239613,0.05214220914058387
0.005992471938952804,0.05205838801339269
0.005961254006251693,0.053732517873868346
0.005997905042022467,0.05209472309798002
0.005985932890325785,0.052152992924675345
0.006001309957355261,0.05207949411123991
0.006007634103298187,0.052159558050334454
0.006002291105687618,0.0520714579615742
0.005983690032735467,0.052137729013338685
0.005971483886241913,0.05201383004896343
0.006012614816427231,0.05378958093933761
