epoch,train/accuracy,train/loss,train/time_mean,train/time_std,valid/accuracy,valid/loss,valid/time_mean,valid/time_std
1,0.9208666666666666,0.28891482843396565,0.0011478481771579634,0.00024914728071503766,0.9755,0.09076382662169635,0.0010786163294687868,0.00019002720578905052
2,0.9740333333333333,0.08561560223965595,0.0010790204202445846,6.0512994677783884e-05,0.98,0.06283620962116401,0.0009617665223777294,0.00019878380563647524
3,0.9797666666666667,0.06600099672679789,0.0011323435232043267,0.00020563675730850723,0.9779,0.0659837408780004,0.0008656052383594215,0.00014860639334140038
4,0.9829333333333333,0.05431406367900005,0.0010963122682490696,8.535751418535128e-05,0.9828,0.05273222902964335,0.0008357252250425517,0.00013214202549309513
5,0.9854833333333334,0.04661334192661646,0.0010843798269828161,0.00010401390620606571,0.9826,0.053261738853761925,0.0008938613208010793,0.0001755337995575744
6,0.9868833333333333,0.041454825384619955,0.0011250024005615463,0.0001659645273147035,0.9816,0.05715527752479829,0.0008970668097026646,0.00017555747727184906
7,0.9878,0.03765825679477226,0.0011146491051961978,0.00015366153790717814,0.9859,0.04338736284676997,0.0008319472149014473,0.00013484511921883576
8,0.9885,0.03336894656230773,0.001111033505294472,0.00013818773080293562,0.9874,0.03844841814352549,0.000789690692909062,8.581267271220096e-05
9,0.9905666666666667,0.02891540487704333,0.0011522815003991128,0.00019805321894650118,0.9855,0.03784926789521705,0.0009063718025572598,0.00019392969716531923
10,0.99135,0.027190268353563928,0.0010909478975615154,0.00011542637541759713,0.9861,0.04326145871145855,0.000830538107547909,0.00012915634139041863
11,0.99265,0.022638544063326358,0.0011083423509262503,0.00012925825342671702,0.9862,0.04201547988624952,0.001075530182570219,0.0001944897579760224
12,0.99185,0.02374379506112746,0.0011265053460374475,0.00015505009852760058,0.9877,0.03374571180978819,0.0009024093858897686,0.00020139861013409262
13,0.99365,0.019690677024082105,0.001126494975372528,0.00018123455205767866,0.9861,0.04554727502519199,0.0008124614879488945,0.00011866811086274002
14,0.9939333333333333,0.01881164073747641,0.0010664024638632934,0.00011911531833071644,0.9878,0.03410550016748857,0.0008900487143546343,0.00019023984154477953
15,0.9939666666666667,0.018109927574714677,0.0011385598980511228,0.0001909813283840495,0.9858,0.0443382013205337,0.0008722658571787179,0.00018616412163769566
16,0.994,0.01843165164492651,0.001058538273597757,2.3118606330300195e-05,0.9874,0.03813268235363921,0.0011306299408897758,0.00017216608432221346
17,0.9955333333333334,0.014142841741449957,0.0010790673123362163,0.00014340781107090474,0.9874,0.04000285867849925,0.0010129122319631279,0.00021099234945856686
18,0.9951333333333333,0.014726974662147162,0.0010686277993954719,8.222482465012521e-05,0.9879,0.03699347652995584,0.0008191824681125582,0.0001369224989570101
19,0.9961,0.012663304897529693,0.0010666193428914995,6.782944488779974e-05,0.9891,0.0382303351236601,0.0007862336817197502,6.551570219978681e-05
20,0.9955,0.012823949609434445,0.0010965367003033558,0.0001426545789890984,0.9881,0.037061322033578106,0.000948796640150249,0.000207061609610947
21,0.9984666666666666,0.005671664780241675,0.0011303644076300164,0.00020062344827058721,0.99,0.027155168816966578,0.0009584695659577846,0.0002075972987441931
22,0.9994666666666666,0.002970965923006285,0.0011976759256018947,0.00023616821229803062,0.9906,0.026339100717201518,0.0008253601123578846,0.00012644565345545607
