epoch,train/accuracy,train/loss,train/time_mean,train/time_std,valid/accuracy,valid/loss,valid/time_mean,valid/time_std
1,0.1368,2.254836071828368,0.0032438966681050717,0.0021986380894705336,0.16775,2.2872856512069704,0.002190475391573273,5.163235690107767e-05
2,0.2024,2.0073898514364936,0.003092921967024968,0.0003344954639396112,0.13825,2.499942470550537,0.0021904765483923257,6.1445113375236e-05
3,0.224,1.9192148173690602,0.0031592796555168596,0.0005030674889759111,0.25775,1.8350989661216737,0.002224121104227379,0.0002458701836636808
4,0.2542,1.8413018421003013,0.0031018086045811392,0.00030240729270231164,0.245625,1.945693877696991,0.0022208329997956753,0.00025829393563771915
5,0.2774,1.7848123623307344,0.0030647015045574943,0.00024596039883539465,0.235625,2.060032866001129,0.002186451939516701,5.507357806203841e-05
6,0.2948,1.747585860027629,0.0032416330822847284,0.00047031477844384297,0.2815,1.8662931165695191,0.0021782255672151223,0.00013209560877051763
7,0.2996,1.727577960415251,0.0034307348282390814,0.000579216468171902,0.334875,1.7223315448760987,0.0021621226842980833,4.986574987308315e-05
8,0.3296,1.6886506710842157,0.0030462849545248066,7.57448564210049e-05,0.29275,1.7492295484542846,0.0021724926916649565,5.036110363177859e-05
9,0.3316,1.674549158971021,0.0031246620116927395,0.0004499973191728892,0.351625,1.6303103899955749,0.0023209759569726885,0.0004080595655787991
10,0.3624,1.6474401009310582,0.003092654711740376,0.00022403636019108786,0.32975,1.737470510482788,0.00219084133929573,5.397660363086634e-05
11,0.3656,1.6357985841240852,0.003262753846979504,0.0005760377097319598,0.358125,1.6599938850402831,0.0021875868471106516,0.00017103806393474225
12,0.38,1.605789740374134,0.003068400529853905,0.0002702968386281931,0.3465,1.6896711254119874,0.002208546236390248,0.00016934680017012326
13,0.3812,1.5849986372479967,0.0032166905534693935,0.0005511945401438361,0.384875,1.5897038826942445,0.002199642495601438,8.9572562357754e-05
14,0.3976,1.5677452899847821,0.0030559280251040107,0.00010652539357318861,0.400375,1.537395601272583,0.0022198530548485,0.00022907057650820435
15,0.4086,1.5392760410430326,0.003241643751897274,0.0005694780811806339,0.406875,1.5195829067230224,0.0023811140276957304,0.00041202671194069413
16,0.4036,1.5261547755283915,0.003031830318571679,0.00017391954871424258,0.3605,1.6580112953186035,0.002244930450222455,0.0002715330875786452
17,0.4208,1.5041034700004918,0.0030234401085737286,9.380519091126713e-05,0.422875,1.4937410821914674,0.002312790704425424,0.0002678544425879896
18,0.434,1.4870901403913073,0.003160929976173552,0.00037422584671222616,0.41,1.516500502347946,0.0023177060884190725,0.0001835261699154405
19,0.4314,1.484546221745242,0.003138941082218069,0.0003425872127418047,0.40525,1.5277308959960938,0.0021701584046240896,5.688511619711121e-05
20,0.4272,1.4799704900972404,0.0030237381727654176,8.31497988349175e-05,0.3715,1.6456830425262452,0.0022102308969479054,0.00019109806979350627
21,0.436,1.4466666529892356,0.003151515604050201,0.00038546940897492255,0.432875,1.486151759624481,0.002173568571568467,9.369330095717816e-05
22,0.4494,1.4231351803822123,0.003117636567616396,0.00026454443940391876,0.402875,1.649185076713562,0.0022983987289480865,0.00023187538539999402
23,0.4558,1.4063068157548357,0.003070556032204419,9.749772653202816e-05,0.438,1.4912676210403442,0.00227670612023212,0.0003173153017738503
24,0.4628,1.375398543609935,0.003235825529332409,0.0004812243253256274,0.377625,1.6858686480522156,0.002173534625675529,8.004350675842966e-05
25,0.4692,1.382877136491666,0.003081714189804165,0.00041956018254386325,0.391,1.693000521183014,0.002225684216246009,0.00016771852509274654
26,0.4622,1.3785319909168656,0.00305807287396958,8.073028162144059e-05,0.445,1.4346834416389465,0.0022188475757138806,0.00034866755989638326
27,0.4796,1.3465138286541982,0.0031603251609455935,0.0004027603884385175,0.43075,1.6567891569137574,0.0022667619071435182,0.0002735496616071366
28,0.494,1.3206439511791157,0.0031648934859586702,0.00033472836898770715,0.476,1.3758408389091492,0.002172485697083175,0.00013787972236797364
29,0.4936,1.3206426136812586,0.003148810892398499,0.0006181692703228393,0.46775,1.4354237415790558,0.0021991744841216134,9.411866846459692e-05
30,0.5132,1.2863289083644842,0.003135094949293431,0.0005235978866259298,0.48175,1.3721720337867738,0.002210560024832375,0.00036663850458399847
31,0.4964,1.295745713695599,0.0031996352162811264,0.0004145520974759927,0.4495,1.4309226083755493,0.002193393312045373,4.870295331545721e-05
32,0.528,1.2593133050924654,0.0031491010123567216,0.0004126908088670699,0.493125,1.3730789785385131,0.002217915755347349,0.0002677960417122495
33,0.5258,1.2606426652070064,0.0032710657782398854,0.0004849274032011845,0.46775,1.3988714599609375,0.0022193650783738123,0.0002464457210633313
34,0.5384,1.2245806793498386,0.003022796892231793,7.935172565807907e-05,0.492875,1.3400427765846252,0.002208149675047025,0.00010813752655779801
35,0.546,1.2083368867066255,0.0032115974778659452,0.0004602160325986203,0.493125,1.36861594080925,0.002160969026503153,4.8403775288200254e-05
36,0.5524,1.1782051154003021,0.003212588630500991,0.0005358320520831697,0.50825,1.335091602563858,0.00216752533626277,9.304441041979289e-05
37,0.5612,1.1785756171129311,0.0032950624218136427,0.000542965417511497,0.45075,1.6200435805320739,0.002395067628007382,0.00042880747338873106
38,0.5616,1.1666520769429054,0.00304371954715265,0.00017530565392075132,0.5075,1.3596572878360749,0.0021964684673584996,0.00010217428359661839
39,0.5592,1.1502998607933141,0.0032034232627799154,0.00042481546501277605,0.510625,1.3039501523971557,0.0021948323005344717,5.983348973580345e-05
40,0.5742,1.1206573285874288,0.003290216140575102,0.0005046543898722834,0.499875,1.318348314523697,0.002166769764269702,5.3926022833072135e-05
41,0.6296,1.0044076404753763,0.003200096243015152,0.0005146099250117835,0.56475,1.1749863843917847,0.0021708373404107986,7.358646696815851e-05
42,0.6518,0.9416360391932688,0.0030635242794557313,0.00026030666719561015,0.561375,1.192721206188202,0.0022073901107069107,0.00028324337160650644
43,0.671,0.905758453782197,0.003072185950149088,0.00012454429635202978,0.567625,1.1764918415546417,0.0021634840875631198,4.620229602047997e-05
44,0.6666,0.8916040723490867,0.0030490418804874704,0.00022366089508970164,0.567875,1.1808133108615875,0.0021787024469813333,0.00015082995908432224
45,0.6668,0.8812346655851716,0.0031552331812774678,0.000494340154779265,0.57275,1.1801848001480102,0.002174479408073239,7.648465749674914e-05
46,0.6714,0.8779344744743056,0.003325744057674803,0.0005719331478615214,0.57375,1.174642780303955,0.002289900332456455,0.00039372890066694313
47,0.6804,0.8534798185536816,0.0030205828924796834,0.0001334804627884898,0.568875,1.2022952704429626,0.0022719240207225086,0.00042558415654537373
48,0.6894,0.8465393147650798,0.0033756457513886367,0.0005748116771492415,0.569125,1.2032486968040466,0.0022237321955617517,0.0002133580963403354
49,0.692,0.8285090150726828,0.0032965932228635093,0.0005299011666110198,0.572,1.2133468110561372,0.002196361844660714,5.7980912519732896e-05
50,0.6922,0.8259523761500219,0.003065373361293096,0.00013109926574768243,0.57425,1.2117763319015502,0.0022000600968021897,0.0001405186288732623
51,0.7028,0.8055328641347824,0.0033773054785145576,0.0005720433837618828,0.575875,1.2107937107086182,0.0022042811162536965,0.0002470069292606461
52,0.702,0.810781099234417,0.0032895943439108836,0.0005388071348042691,0.57825,1.209145180940628,0.002167653531767428,5.4951714871827305e-05
53,0.7054,0.7941171403523464,0.0030965385458040628,0.0002626483019732144,0.57675,1.2100888595581054,0.0022939680109266194,0.0004424135803368442
54,0.7116,0.7772660031440152,0.003351013890391951,0.0005793617176482697,0.576375,1.2099394953250886,0.002196240943390876,9.890503935463614e-05
55,0.709,0.781111631044157,0.0030451977093834547,0.00020950271119690126,0.572875,1.2324255919456482,0.002211353295831941,0.00024070148876184115
56,0.7258,0.7528746437494922,0.003112790299724835,0.0003476372824056564,0.575125,1.2427136008739472,0.002208875596174039,0.00036421087037212025
57,0.7252,0.7529296216311728,0.003029203324713655,8.724693015916375e-05,0.5755,1.2405668921470643,0.002197809747653082,9.052719692695709e-05
58,0.7294,0.7472641245954356,0.003122532406560839,0.00036703888103034116,0.5745,1.2551186068058013,0.0021735156120266767,4.8988037344310233e-05
59,0.7274,0.7434366660512937,0.0030611102815174683,8.887423110650995e-05,0.575625,1.25824453663826,0.0024025328955613076,0.0004293016902864953
60,0.7416,0.7186743577194822,0.003037922387789923,0.00011006923358435976,0.576875,1.2644015183448791,0.0021701793518150224,5.5068756862286015e-05
61,0.7372,0.7119866235620657,0.0030210323195762126,8.991328263349697e-05,0.58025,1.2800133533477782,0.002171621112152934,0.00012618819435551403
62,0.7428,0.7045998605573254,0.0030601026811399703,0.00010646083239474654,0.58075,1.2690034277439117,0.0021979831228964033,4.9823603788828025e-05
