epoch,train/accuracy,train/loss,train/time_mean,train/time_std,valid/accuracy,valid/loss,valid/time_mean,valid/time_std
1,0.9472,0.20623034631833434,0.0012530364003032447,0.0003461463451669789,0.9781,0.06896412303205579,0.0009647552948445082,0.00017225923818831195
2,0.97865,0.06817276186251547,0.0013104614840509991,0.0002019330573558009,0.9831,0.05347859489789698,0.0009296835563145578,0.00013566557557024686
3,0.98365,0.05073028599397124,0.0012479122180957347,0.0001398035358514335,0.987,0.04114536448672879,0.0009745328384451568,0.00019512479215551794
4,0.9861833333333333,0.042500164368199575,0.00122112512239255,7.95695992163921e-05,0.984,0.048002097738244626,0.0009626195416785777,0.00019379909428270377
5,0.9884666666666667,0.03525258009904064,0.001213366591061155,2.34685062926426e-05,0.9886,0.0350386566774614,0.0009365311753936112,0.00015667338061075135
6,0.9903,0.029967697720021533,0.00128022568882443,0.00019437555427191737,0.9838,0.048844845280618755,0.0009280191455036401,0.00016089026531019318
7,0.99115,0.02640502290436416,0.0012754690422055622,0.000183372448454626,0.9897,0.034054071981772724,0.0009711451223120093,0.00018729322795618312
8,0.9921333333333333,0.023366423332990962,0.0012245567193410049,7.422127503384553e-05,0.9902,0.030848843869353004,0.000986474510282278,0.00019704244749666166
9,0.9933666666666666,0.020201427931133366,0.0012201989477034659,2.7601131539347606e-05,0.9882,0.034197107943400626,0.0011160127655602992,0.00023580433426000124
10,0.9938,0.018681275717384174,0.0012527623120695353,0.00014827596917508192,0.9879,0.03868049551247168,0.0010219473205506802,0.00021798534911432325
11,0.9946166666666667,0.015893946960435036,0.0012954092340078205,0.0002092755948478464,0.9902,0.03200649471630186,0.000963499539066106,0.0001838677045673344
12,0.9948,0.015836923236147413,0.0012800952148002882,0.00018886648756536765,0.9883,0.03526731087681924,0.0011150900577194989,0.00024703330814115237
13,0.99515,0.014769156049402833,0.0012093206378631293,3.8547026325682494e-05,0.987,0.03995938647102548,0.0009332627360709012,0.00013787758114641336
14,0.9961333333333333,0.01284487038901716,0.0012721720054590453,0.00021592411911093383,0.9891,0.036288059765602156,0.0010470124101266264,0.000231352452245046
15,0.9961166666666667,0.011953879678067096,0.0012319446386148533,0.0001556548480913488,0.9865,0.042902616867831964,0.000906485898885876,0.0001250810785365465
16,0.99485,0.013849851748642929,0.0012273361006130774,0.0001054665620002435,0.9869,0.04050260482034332,0.0009598036948591471,0.00018075614096788655
17,0.9969833333333333,0.009093609144864179,0.001265294454448546,0.00017302201655885276,0.989,0.038761717084621526,0.0009839626657776534,0.0001975778100813438
18,0.9967,0.009872684043496066,0.0012252541192962479,0.00010814999690552433,0.9874,0.03990064802855159,0.0010547273070551455,0.00022471162956078997
19,0.9970333333333333,0.00924031123923593,0.0012042139819823205,2.112554372191749e-05,0.9876,0.04018604878141843,0.0010148042836226523,0.0002292682347262623
20,0.9962833333333333,0.011283807428399087,0.0012359548713235806,9.811700748880302e-05,0.9892,0.039951006106490466,0.0009414529148489237,0.000179625260305352
21,0.9986666666666667,0.004614086932765531,0.0012192101369146258,2.2391038760647083e-05,0.9902,0.031872429479077195,0.000907677283976227,0.00012810632933180926
22,0.9996166666666667,0.002152569315303481,0.0013239442828732232,0.0002342430055711566,0.9911,0.031115984128163632,0.0009473680285736919,0.00018725140675793215
23,0.9997833333333334,0.0014370809886410521,0.0012871027008319895,0.00024378475896475227,0.9911,0.031077015518289102,0.000956402865704149,0.00017827572552874796
