epoch,train/accuracy,valid/accuracy,train/loss,valid/loss,train/time_mean,train/time_std,valid/time_mean,valid/time_std
38,0.98444,0.7966,0.05120165913853787,0.894682267293953,0.0032492276653230323,0.00038360903622229744,0.002399450592762127,0.0004006459575916605
39,0.98588,0.7992,0.04671210871404007,0.9119826494790495,0.0033535900552860167,0.0005415971061973201,0.0024009690703318334,0.000391891705021637
40,0.98792,0.7976,0.04119344588526437,0.9326285671311826,0.0032200228322478474,0.00029146704737382286,0.002257765975956338,9.880486656499107e-05
41,0.98812,0.7959,0.039291221910035354,0.9628863330847158,0.003328845242749821,0.0004961431559922239,0.0023376258349004455,0.0003219603696768049
42,0.98972,0.796,0.03542329113387043,0.9725620955371628,0.0031589642332441347,0.0001388847818703758,0.002476593507781101,0.0004936202265049194
43,0.99048,0.7945,0.032640953025985,1.0088503396930024,0.0033775224052167005,0.0005379079564423895,0.0023443830540231148,0.0003118550427232285
44,0.9902,0.7956,0.03268915740996528,1.0056110337233772,0.0034998582067684303,0.0006453244039531168,0.0022603992139176724,0.0001530420585983797
45,0.99198,0.7957,0.02830670995581764,1.0365754019576139,0.0034838162341124723,0.0006458657361030869,0.0023090661073418947,0.00030754536025316985
46,0.99224,0.794,0.027399883742884556,1.0465090666620875,0.00321863078803029,0.0002733443064659654,0.002356902614366799,0.0003486820094552799
47,0.99276,0.7901,0.025612855812454847,1.0768237470057065,0.003401635258630757,0.0005697212641611433,0.0023241473678737496,0.0003152161565262875
48,0.99292,0.7916,0.02409525252419857,1.0881326031237364,0.0031880572098900188,8.105811810144403e-05,0.0024846523491362225,0.0004640169972107551
49,0.99302,0.7957,0.024002155727901694,1.0740408918347222,0.003307070085416552,0.0004530062436707649,0.0023359387715796405,0.000340945794635224
50,0.99272,0.7933,0.024506215535084017,1.1128445744704896,0.003228041118604351,0.000289245668412684,0.0025449010488478997,0.0005129950702367536
51,0.99366,0.7936,0.021470069617342255,1.1235645391499272,0.0032963713658443264,0.00042758741686209806,0.0022119708104838673,4.764780158716063e-05
52,0.99318,0.7941,0.02213780215551978,1.113712193486028,0.0031770394183397387,5.202365861477086e-05,0.0025805480497035262,0.0005353540906032541
53,0.9943,0.7929,0.020283105725366492,1.1358680137620567,0.003192033440378743,0.00020483826459883077,0.002529056050990241,0.0005063030911208599
54,0.99484,0.7941,0.01864408855284764,1.1522530513449598,0.0031778460260664166,0.00021690370693725215,0.002719974414573405,0.0005498270901473639
55,0.99428,0.791,0.019209928093633005,1.1599803616444524,0.003455935097618299,0.000616257955169619,0.002419180979880805,0.0004251052490427217
56,0.9947,0.794,0.018415960642048566,1.177347670824002,0.0031807971266184717,0.0002533094125301964,0.0022953512309232173,0.00029851985124777335
57,0.99526,0.7942,0.01689085104116623,1.1855441707248886,0.0031701722547295133,0.0001409444251946317,0.0022345253113157356,6.937895381732288e-05
58,0.99528,0.7926,0.016738387321261122,1.1818024208084843,0.0032044876173498516,0.00021903540251112916,0.002687714340093846,0.0005410482210217469
59,0.99534,0.7899,0.016580782544629927,1.2000643282462233,0.003301217368197933,0.00046479440304742566,0.002233075187020837,4.749755243180833e-05
60,0.99546,0.789,0.016896352918505175,1.2154745025851856,0.003238295233389571,0.00036762334700547343,0.002238796208613216,0.00012551106721575827
