epoch,train/accuracy,valid/accuracy,train/loss,valid/loss,train/time_mean,train/time_std,valid/time_mean,valid/time_std
56,0.9996,0.635375,0.004513928726030763,2.0127939610481262,0.004868376187410704,0.0005270752059014917,0.00337629371881485,7.006312711573608e-05
57,0.9986,0.640625,0.0109126887456247,2.0728475656509397,0.004812169097850372,0.00013126965573167563,0.003428722105920315,0.0002464545288322308
58,0.999,0.63325,0.011384819794422503,2.0618192644119264,0.00518596368088464,0.0008324792687498396,0.0033864947631955145,0.00022514467500149026
59,0.9984,0.636,0.007481165974739061,2.100267305850983,0.004866816084179434,0.00042888373644749215,0.0035830956464633344,0.0005045068929175355
60,0.9994,0.63325,0.004273085018536847,2.1143462870121,0.005062301064823653,0.0007613708410540637,0.0035394177045673133,0.00046894915514544464
61,0.9992,0.639375,0.004417607714985586,2.152196791410446,0.004810616197539078,0.000250085000302226,0.003415658537298441,0.0002255755066232655
62,0.999,0.636,0.009528528127795572,2.177943948030472,0.004863372441843912,0.0004292769628994423,0.0038413650020956993,0.0006790092670966438
63,0.998,0.637,0.009256850287413142,2.1588667397499086,0.004878525580665109,0.0004513831472967774,0.0034298708252608777,9.260655859628471e-05
64,0.999,0.638,0.0050500016778138035,2.183069504737854,0.00474233387459283,0.00012151525970725992,0.0034025028515607117,6.149437009481919e-05
65,0.9998,0.640625,0.0031997308277400436,2.204303722381592,0.0047778072233080485,9.324334887348825e-05,0.0034361968031153085,9.923518076504178e-05
66,0.9992,0.639875,0.0037910023016060235,2.200099915266037,0.005196224620779324,0.0008233015876587647,0.003482949103228748,0.00026131975086895115
67,0.9992,0.63625,0.004107145129875013,2.1896912062168123,0.004835979793529222,0.0004264397629157396,0.0034537513861432672,0.0003326408296815464
68,0.999,0.630375,0.004699099619107641,2.2758394360542296,0.0050490700912655916,0.0006734261944150853,0.0033893943829461934,0.0002288922843093332
69,0.9996,0.63175,0.002856991734284504,2.359337564945221,0.004971439067784483,0.0006857279902063002,0.00348213773034513,0.0003490336842999737
70,0.9992,0.634625,0.004103121021465891,2.308314777612686,0.004795748964367304,0.00010131692696669042,0.0034032163927331565,0.0002523439752914383
71,0.9996,0.6345,0.002722012205345995,2.3219026935100557,0.005048297194372507,0.0006956145941083157,0.0034360390044748785,0.0002772281923742741
72,0.9996,0.633625,0.0035700721630624907,2.353192903995514,0.004959512017014774,0.0006723604968376822,0.003420102528296411,0.00020695577813410637
73,0.9998,0.631125,0.002231874497263295,2.3896069810390475,0.004934774511523402,0.0005170321769436605,0.0034917451860383155,0.00040394121523760476
74,0.9998,0.627,0.0028309199816671906,2.409455954313278,0.004957306952138615,0.0006353856503393126,0.0036789412563666703,0.0005740959069121939
75,0.9996,0.63225,0.002264929543824712,2.4150527930259704,0.004733468385140417,0.0001301626828105451,0.003886244362220168,0.000705381653574564
76,0.999,0.631,0.004081137680039285,2.477394185066223,0.004813467882051589,0.0002737934737063101,0.0034066024348139764,7.057402863097509e-05
77,1.0,0.63325,0.002085915298029116,2.439294147491455,0.004751071605273777,0.0001357775568613429,0.0033632280761376025,6.406797661370863e-05
78,0.9988,0.63225,0.010418490524504595,2.446136051416397,0.00520397787973,0.0008461335389631161,0.0034897917760536076,0.00040292349924220944
79,0.9974,0.631125,0.007747972229863428,2.3904297828674315,0.004728271888426629,0.00010923465700070596,0.0034071234641596675,0.00010778610891202278
80,0.9984,0.631125,0.00623476859419399,2.394809540748596,0.004808880336831804,0.00043480525856025564,0.003478388113901019,0.0004250063305227314
